numero_pedido,data_pedido,status_pedido,trimestre,mes,ano,porte_negocio,pais,territorio,estado,cidade,linha_produto,preco_sugerido,codigo_produto,quantidade_pedida,preco_unitario,valor_total
10226,2/26/2004 0:00,Shipped,1,2,2004,Medium,USA,,CA,San Diego,Classic Cars,141,S18_3685,46,100.0,7343.9
10226,2/26/2004 0:00,Shipped,1,2,2004,Small,USA,,CA,San Diego,Classic Cars,141,S18_3685,46,100.0,7343.9
10240,4/13/2004 0:00,Shipped,2,4,2004,Medium,Japan,Japan,Osaka,Osaka,Classic Cars,141,S18_3685,37,100.0,5959.22
10253,6/1/2004 0:00,Cancelled,2,6,2004,Medium,UK,EMEA,,Liverpool,Classic Cars,141,S18_3685,31,100.0,4029.38
10253,6/1/2004 0:00,Cancelled,2,6,2004,Small,UK,EMEA,,Liverpool,Classic Cars,141,S18_3685,31,100.0,4029.38
10266,7/6/2004 0:00,Shipped,3,7,2004,Large,Italy,EMEA,,Reggio Emilia,Classic Cars,141,S18_3685,33,100.0,5035.14
10266,7/6/2004 0:00,Shipped,3,7,2004,Medium,Italy,EMEA,,Reggio Emilia,Classic Cars,141,S18_3685,33,100.0,5035.14
10266,7/6/2004 0:00,Shipped,3,7,2004,Small,Italy,EMEA,,Reggio Emilia,Classic Cars,141,S18_3685,33,100.0,5035.14
10278,8/6/2004 0:00,Shipped,3,8,2004,Medium,USA,,NV,Las Vegas,Classic Cars,141,S18_3685,31,100.0,4116.8
10278,8/6/2004 0:00,Shipped,3,8,2004,Small,USA,,NV,Las Vegas,Classic Cars,141,S18_3685,31,100.0,4116.8
10287,8/30/2004 0:00,Shipped,3,8,2004,Medium,Switzerland,EMEA,,Gensve,Classic Cars,141,S18_3685,27,100.0,4310.55
10287,8/30/2004 0:00,Shipped,3,8,2004,Small,Switzerland,EMEA,,Gensve,Classic Cars,141,S18_3685,27,100.0,4310.55
10301,10/5/2003 0:00,Shipped,4,10,2003,Large,Norway,EMEA,,Oslo,Classic Cars,141,S18_3685,39,100.0,6446.7
10301,10/5/2003 0:00,Shipped,4,10,2003,Medium,Norway,EMEA,,Oslo,Classic Cars,141,S18_3685,39,100.0,6446.7
10301,10/5/2003 0:00,Shipped,4,10,2003,Small,Norway,EMEA,,Oslo,Classic Cars,141,S18_3685,39,100.0,6446.7
10311,10/16/2004 0:00,Shipped,4,10,2004,Medium,Spain,EMEA,,Madrid,Classic Cars,141,S18_3685,32,100.0,3616.64
10311,10/16/2004 0:00,Shipped,4,10,2004,Small,Spain,EMEA,,Madrid,Classic Cars,141,S18_3685,32,100.0,3616.64
10321,11/4/2004 0:00,Shipped,4,11,2004,Medium,USA,,MA,New Bedford,Classic Cars,141,S18_3685,28,100.0,4232.76
10321,11/4/2004 0:00,Shipped,4,11,2004,Small,USA,,MA,New Bedford,Classic Cars,141,S18_3685,28,100.0,4232.76
10331,11/17/2004 0:00,Shipped,4,11,2004,Medium,USA,,PA,Philadelphia,Classic Cars,141,S18_3685,26,67.91,1765.66
10331,11/17/2004 0:00,Shipped,4,11,2004,Small,USA,,PA,Philadelphia,Classic Cars,141,S18_3685,26,67.91,1765.66
10343,11/24/2004 0:00,Shipped,4,11,2004,Medium,France,EMEA,,Reims,Classic Cars,141,S18_3685,44,84.88,3734.72
10343,11/24/2004 0:00,Shipped,4,11,2004,Small,France,EMEA,,Reims,Classic Cars,141,S18_3685,44,84.88,3734.72
10367,1/12/2005 0:00,Resolved,1,1,2005,Large,USA,,CA,Pasadena,Classic Cars,141,S18_3685,46,100.0,4808.38
10367,1/12/2005 0:00,Resolved,1,1,2005,Medium,USA,,CA,Pasadena,Classic Cars,141,S18_3685,46,100.0,4808.38
10367,1/12/2005 0:00,Resolved,1,1,2005,Small,USA,,CA,Pasadena,Classic Cars,141,S18_3685,46,100.0,4808.38
10379,2/10/2005 0:00,Shipped,1,2,2005,Medium,Spain,EMEA,,Madrid,Classic Cars,141,S18_3685,32,70.83,2266.56
10379,2/10/2005 0:00,Shipped,1,2,2005,Small,Spain,EMEA,,Madrid,Classic Cars,141,S18_3685,32,70.83,2266.56
10406,4/15/2005 0:00,Disputed,2,4,2005,Large,Denmark,EMEA,,Kobenhavn,Classic Cars,141,S18_3685,65,100.0,10468.9
10419,5/17/2005 0:00,Shipped,2,5,2005,Large,Austria,EMEA,,Salzburg,Classic Cars,141,S18_3685,43,100.0,5589.14
10419,5/17/2005 0:00,Shipped,2,5,2005,Medium,Austria,EMEA,,Salzburg,Classic Cars,141,S18_3685,43,100.0,5589.14
10419,5/17/2005 0:00,Shipped,2,5,2005,Small,Austria,EMEA,,Salzburg,Classic Cars,141,S18_3685,43,100.0,5589.14
10108,3/3/2003 0:00,Shipped,1,3,2003,Medium,Philippines,Japan,,Makati City,Motorcycles,62,S18_3782,43,67.77,2914.11
10108,3/3/2003 0:00,Shipped,1,3,2003,Small,Philippines,Japan,,Makati City,Motorcycles,62,S18_3782,43,67.77,2914.11
10122,5/8/2003 0:00,Shipped,2,5,2003,Large,France,EMEA,,Marseille,Motorcycles,62,S18_3782,35,49.74,1740.9
10122,5/8/2003 0:00,Shipped,2,5,2003,Medium,France,EMEA,,Marseille,Motorcycles,62,S18_3782,35,49.74,1740.9
10122,5/8/2003 0:00,Shipped,2,5,2003,Small,France,EMEA,,Marseille,Motorcycles,62,S18_3782,35,49.74,1740.9
10135,7/2/2003 0:00,Shipped,3,7,2003,Large,USA,,CA,San Rafael,Motorcycles,62,S18_3782,45,50.36,2266.2
10135,7/2/2003 0:00,Shipped,3,7,2003,Medium,USA,,CA,San Rafael,Motorcycles,62,S18_3782,45,50.36,2266.2
10135,7/2/2003 0:00,Shipped,3,7,2003,Small,USA,,CA,San Rafael,Motorcycles,62,S18_3782,45,50.36,2266.2
10146,9/3/2003 0:00,Shipped,3,9,2003,Medium,USA,,CT,Glendale,Motorcycles,62,S18_3782,47,67.14,3155.58
10159,10/10/2003 0:00,Shipped,4,10,2003,Large,USA,,CA,San Francisco,Motorcycles,62,S18_3782,21,64.66,1357.86
10159,10/10/2003 0:00,Shipped,4,10,2003,Medium,USA,,CA,San Francisco,Motorcycles,62,S18_3782,21,64.66,1357.86
10159,10/10/2003 0:00,Shipped,4,10,2003,Small,USA,,CA,San Francisco,Motorcycles,62,S18_3782,21,64.66,1357.86
10169,11/4/2003 0:00,Shipped,4,11,2003,Medium,Australia,APAC,NSW,North Sydney,Motorcycles,62,S18_3782,38,68.39,2598.82
10169,11/4/2003 0:00,Shipped,4,11,2003,Small,Australia,APAC,NSW,North Sydney,Motorcycles,62,S18_3782,38,68.39,2598.82
10180,11/11/2003 0:00,Shipped,4,11,2003,Large,France,EMEA,,Lille,Motorcycles,62,S18_3782,21,50.36,1057.56
10180,11/11/2003 0:00,Shipped,4,11,2003,Medium,France,EMEA,,Lille,Motorcycles,62,S18_3782,21,50.36,1057.56
10180,11/11/2003 0:00,Shipped,4,11,2003,Small,France,EMEA,,Lille,Motorcycles,62,S18_3782,21,50.36,1057.56
10191,11/20/2003 0:00,Shipped,4,11,2003,Medium,Germany,EMEA,,Koln,Motorcycles,62,S18_3782,43,72.74,3127.82
10191,11/20/2003 0:00,Shipped,4,11,2003,Small,Germany,EMEA,,Koln,Motorcycles,62,S18_3782,43,72.74,3127.82
10211,1/15/2004 0:00,Shipped,1,1,2004,Large,France,EMEA,,Paris,Motorcycles,62,S18_3782,46,54.09,2488.14
10211,1/15/2004 0:00,Shipped,1,1,2004,Medium,France,EMEA,,Paris,Motorcycles,62,S18_3782,46,54.09,2488.14
10211,1/15/2004 0:00,Shipped,1,1,2004,Small,France,EMEA,,Paris,Motorcycles,62,S18_3782,46,54.09,2488.14
10224,2/21/2004 0:00,Shipped,1,2,2004,Medium,France,EMEA,,Lille,Motorcycles,62,S18_3782,38,58.44,2220.72
10224,2/21/2004 0:00,Shipped,1,2,2004,Small,France,EMEA,,Lille,Motorcycles,62,S18_3782,38,58.44,2220.72
10237,4/5/2004 0:00,Shipped,2,4,2004,Large,USA,,NY,NYC,Motorcycles,62,S18_3782,26,52.22,1357.72
10237,4/5/2004 0:00,Shipped,2,4,2004,Medium,USA,,NY,NYC,Motorcycles,62,S18_3782,26,52.22,1357.72
10237,4/5/2004 0:00,Shipped,2,4,2004,Small,USA,,NY,NYC,Motorcycles,62,S18_3782,26,52.22,1357.72
10252,5/26/2004 0:00,Shipped,2,5,2004,Medium,France,EMEA,,Paris,Motorcycles,62,S18_3782,31,52.84,1638.04
10252,5/26/2004 0:00,Shipped,2,5,2004,Small,France,EMEA,,Paris,Motorcycles,62,S18_3782,31,52.84,1638.04
10264,6/30/2004 0:00,Shipped,2,6,2004,Medium,USA,,MA,Boston,Motorcycles,62,S18_3782,48,54.71,2626.08
10264,6/30/2004 0:00,Shipped,2,6,2004,Small,USA,,MA,Boston,Motorcycles,62,S18_3782,48,54.71,2626.08
10276,8/2/2004 0:00,Shipped,3,8,2004,Large,USA,,MA,Brickhaven,Motorcycles,62,S18_3782,33,50.36,1661.88
10276,8/2/2004 0:00,Shipped,3,8,2004,Medium,USA,,MA,Brickhaven,Motorcycles,62,S18_3782,33,50.36,1661.88
10276,8/2/2004 0:00,Shipped,3,8,2004,Small,USA,,MA,Brickhaven,Motorcycles,62,S18_3782,33,50.36,1661.88
10286,8/28/2004 0:00,Shipped,3,8,2004,Small,France,EMEA,,Paris,Motorcycles,62,S18_3782,38,57.2,2173.6
10299,9/30/2004 0:00,Shipped,3,9,2004,Large,Finland,EMEA,,Helsinki,Motorcycles,62,S18_3782,39,55.95,2182.05
10299,9/30/2004 0:00,Shipped,3,9,2004,Medium,Finland,EMEA,,Helsinki,Motorcycles,62,S18_3782,39,55.95,2182.05
10299,9/30/2004 0:00,Shipped,3,9,2004,Small,Finland,EMEA,,Helsinki,Motorcycles,62,S18_3782,39,55.95,2182.05
10310,10/16/2004 0:00,Shipped,4,10,2004,Large,Germany,EMEA,,Koln,Motorcycles,62,S18_3782,42,67.14,2819.88
10310,10/16/2004 0:00,Shipped,4,10,2004,Medium,Germany,EMEA,,Koln,Motorcycles,62,S18_3782,42,67.14,2819.88
10310,10/16/2004 0:00,Shipped,4,10,2004,Small,Germany,EMEA,,Koln,Motorcycles,62,S18_3782,42,67.14,2819.88
10319,11/3/2004 0:00,Shipped,4,11,2004,Large,USA,,NY,NYC,Motorcycles,62,S18_3782,44,59.06,2598.64
10319,11/3/2004 0:00,Shipped,4,11,2004,Medium,USA,,NY,NYC,Motorcycles,62,S18_3782,44,59.06,2598.64
10319,11/3/2004 0:00,Shipped,4,11,2004,Small,USA,,NY,NYC,Motorcycles,62,S18_3782,44,59.06,2598.64
10330,11/16/2004 0:00,Shipped,4,11,2004,Medium,Philippines,Japan,,Makati City,Motorcycles,62,S18_3782,29,69.63,2019.27
10330,11/16/2004 0:00,Shipped,4,11,2004,Small,Philippines,Japan,,Makati City,Motorcycles,62,S18_3782,29,69.63,2019.27
10342,11/24/2004 0:00,Shipped,4,11,2004,Medium,Australia,APAC,Victoria,Melbourne,Motorcycles,62,S18_3782,26,55.95,1454.7
10342,11/24/2004 0:00,Shipped,4,11,2004,Small,Australia,APAC,Victoria,Melbourne,Motorcycles,62,S18_3782,26,55.95,1454.7
10355,12/7/2004 0:00,Shipped,4,12,2004,Medium,Spain,EMEA,,Madrid,Motorcycles,62,S18_3782,31,53.47,1657.57
10355,12/7/2004 0:00,Shipped,4,12,2004,Small,Spain,EMEA,,Madrid,Motorcycles,62,S18_3782,31,53.47,1657.57
10363,1/6/2005 0:00,Shipped,1,1,2005,Medium,Finland,EMEA,,Espoo,Motorcycles,62,S18_3782,32,89.12,2851.84
10363,1/6/2005 0:00,Shipped,1,1,2005,Small,Finland,EMEA,,Espoo,Motorcycles,62,S18_3782,32,89.12,2851.84
10378,2/10/2005 0:00,Shipped,1,2,2005,Medium,Spain,EMEA,,Madrid,Motorcycles,62,S18_3782,28,100.0,4609.64
10378,2/10/2005 0:00,Shipped,1,2,2005,Small,Spain,EMEA,,Madrid,Motorcycles,62,S18_3782,28,100.0,4609.64
10390,3/4/2005 0:00,Shipped,1,3,2005,Large,USA,,CA,San Rafael,Motorcycles,62,S18_3782,36,100.0,5079.96
10390,3/4/2005 0:00,Shipped,1,3,2005,Medium,USA,,CA,San Rafael,Motorcycles,62,S18_3782,36,100.0,5079.96
10390,3/4/2005 0:00,Shipped,1,3,2005,Small,USA,,CA,San Rafael,Motorcycles,62,S18_3782,36,100.0,5079.96
10403,4/8/2005 0:00,Shipped,2,4,2005,Large,UK,EMEA,,Liverpool,Motorcycles,62,S18_3782,36,52.22,1879.92
10403,4/8/2005 0:00,Shipped,2,4,2005,Medium,UK,EMEA,,Liverpool,Motorcycles,62,S18_3782,36,52.22,1879.92
10403,4/8/2005 0:00,Shipped,2,4,2005,Small,UK,EMEA,,Liverpool,Motorcycles,62,S18_3782,36,52.22,1879.92
10106,2/17/2003 0:00,Shipped,1,2,2003,Medium,Italy,EMEA,,Bergamo,Vintage Cars,105,S18_3856,41,100.0,4774.86
10106,2/17/2003 0:00,Shipped,1,2,2003,Small,Italy,EMEA,,Bergamo,Vintage Cars,105,S18_3856,41,100.0,4774.86
10119,4/28/2003 0:00,Shipped,2,4,2003,Medium,Austria,EMEA,,Salzburg,Vintage Cars,105,S18_3856,27,99.52,2687.04
10119,4/28/2003 0:00,Shipped,2,4,2003,Small,Austria,EMEA,,Salzburg,Vintage Cars,105,S18_3856,27,99.52,2687.04
10130,6/16/2003 0:00,Shipped,2,6,2003,Medium,USA,,MA,Brickhaven,Vintage Cars,105,S18_3856,33,100.0,3423.75
10143,8/10/2003 0:00,Shipped,3,8,2003,Medium,USA,,MA,New Bedford,Vintage Cars,105,S18_3856,34,100.0,3455.76
10143,8/10/2003 0:00,Shipped,3,8,2003,Small,USA,,MA,New Bedford,Vintage Cars,105,S18_3856,34,100.0,3455.76
10155,10/6/2003 0:00,Shipped,4,10,2003,Medium,Finland,EMEA,,Helsinki,Vintage Cars,105,S18_3856,29,100.0,3622.97
10155,10/6/2003 0:00,Shipped,4,10,2003,Small,Finland,EMEA,,Helsinki,Vintage Cars,105,S18_3856,29,100.0,3622.97
10167,10/23/2003 0:00,Cancelled,4,10,2003,Medium,Sweden,EMEA,,Boras,Vintage Cars,105,S18_3856,34,100.0,3599.58
10167,10/23/2003 0:00,Cancelled,4,10,2003,Small,Sweden,EMEA,,Boras,Vintage Cars,105,S18_3856,34,100.0,3599.58
10178,11/8/2003 0:00,Shipped,4,11,2003,Medium,France,EMEA,,Toulouse,Vintage Cars,105,S18_3856,48,100.0,5386.56
10178,11/8/2003 0:00,Shipped,4,11,2003,Small,France,EMEA,,Toulouse,Vintage Cars,105,S18_3856,48,100.0,5386.56
10186,11/14/2003 0:00,Shipped,4,11,2003,Medium,UK,EMEA,,London,Vintage Cars,105,S18_3856,46,100.0,4918.78
10186,11/14/2003 0:00,Shipped,4,11,2003,Small,UK,EMEA,,London,Vintage Cars,105,S18_3856,46,100.0,4918.78
10197,11/26/2003 0:00,Shipped,4,11,2003,Medium,Spain,EMEA,,Barcelona,Vintage Cars,105,S18_3856,22,100.0,2538.8
10197,11/26/2003 0:00,Shipped,4,11,2003,Small,Spain,EMEA,,Barcelona,Vintage Cars,105,S18_3856,22,100.0,2538.8
10209,1/9/2004 0:00,Shipped,1,1,2004,Medium,USA,,CA,Los Angeles,Vintage Cars,105,S18_3856,20,100.0,2498.6
10209,1/9/2004 0:00,Shipped,1,1,2004,Small,USA,,CA,Los Angeles,Vintage Cars,105,S18_3856,20,100.0,2498.6
10222,2/19/2004 0:00,Shipped,1,2,2004,Medium,USA,,CA,San Diego,Vintage Cars,105,S18_3856,45,85.75,3858.75
10222,2/19/2004 0:00,Shipped,1,2,2004,Small,USA,,CA,San Diego,Vintage Cars,105,S18_3856,45,85.75,3858.75
10249,5/8/2004 0:00,Shipped,2,5,2004,Medium,USA,,MA,Cambridge,Vintage Cars,105,S18_3856,46,100.0,5600.5
10249,5/8/2004 0:00,Shipped,2,5,2004,Small,USA,,MA,Cambridge,Vintage Cars,105,S18_3856,46,100.0,5600.5
10262,6/24/2004 0:00,Cancelled,2,6,2004,Medium,Spain,EMEA,,Madrid,Vintage Cars,105,S18_3856,34,100.0,4103.46
10262,6/24/2004 0:00,Cancelled,2,6,2004,Small,Spain,EMEA,,Madrid,Vintage Cars,105,S18_3856,34,100.0,4103.46
10273,7/21/2004 0:00,Shipped,3,7,2004,Medium,Belgium,EMEA,,Bruxelles,Vintage Cars,105,S18_3856,50,85.75,4287.5
10273,7/21/2004 0:00,Shipped,3,7,2004,Small,Belgium,EMEA,,Bruxelles,Vintage Cars,105,S18_3856,50,85.75,4287.5
10283,8/20/2004 0:00,Shipped,3,8,2004,Medium,Canada,,BC,Tsawassen,Vintage Cars,105,S18_3856,46,100.0,5795.54
10283,8/20/2004 0:00,Shipped,3,8,2004,Small,Canada,,BC,Tsawassen,Vintage Cars,105,S18_3856,46,100.0,5795.54
10296,9/15/2004 0:00,Shipped,3,9,2004,Medium,Germany,EMEA,,Munich,Vintage Cars,105,S18_3856,22,84.7,1863.4
10296,9/15/2004 0:00,Shipped,3,9,2004,Small,Germany,EMEA,,Munich,Vintage Cars,105,S18_3856,22,84.7,1863.4
10307,10/14/2004 0:00,Shipped,4,10,2004,Large,USA,,PA,Philadelphia,Vintage Cars,105,S18_3856,48,86.81,4166.88
10307,10/14/2004 0:00,Shipped,4,10,2004,Medium,USA,,PA,Philadelphia,Vintage Cars,105,S18_3856,48,86.81,4166.88
10307,10/14/2004 0:00,Shipped,4,10,2004,Small,USA,,PA,Philadelphia,Vintage Cars,105,S18_3856,48,86.81,4166.88
10316,11/1/2004 0:00,Shipped,4,11,2004,Medium,UK,EMEA,Isle of Wight,Cowes,Vintage Cars,105,S18_3856,47,86.81,4080.07
10316,11/1/2004 0:00,Shipped,4,11,2004,Small,UK,EMEA,Isle of Wight,Cowes,Vintage Cars,105,S18_3856,47,86.81,4080.07
10328,11/12/2004 0:00,Shipped,4,11,2004,Medium,Italy,EMEA,,Bergamo,Vintage Cars,105,S18_3856,34,100.0,3815.48
10328,11/12/2004 0:00,Shipped,4,11,2004,Small,Italy,EMEA,,Bergamo,Vintage Cars,105,S18_3856,34,100.0,3815.48
10338,11/22/2004 0:00,Shipped,4,11,2004,Medium,Belgium,EMEA,,Charleroi,Vintage Cars,105,S18_3856,45,100.0,5526.45
10338,11/22/2004 0:00,Shipped,4,11,2004,Small,Belgium,EMEA,,Charleroi,Vintage Cars,105,S18_3856,45,100.0,5526.45
10351,12/3/2004 0:00,Shipped,4,12,2004,Medium,UK,EMEA,,London,Vintage Cars,105,S18_3856,20,100.0,3374.6
10351,12/3/2004 0:00,Shipped,4,12,2004,Small,UK,EMEA,,London,Vintage Cars,105,S18_3856,20,100.0,3374.6
10373,1/31/2005 0:00,Shipped,1,1,2005,Medium,Finland,EMEA,,Oulu,Vintage Cars,105,S18_3856,50,60.49,3024.5
10373,1/31/2005 0:00,Shipped,1,1,2005,Small,Finland,EMEA,,Oulu,Vintage Cars,105,S18_3856,50,60.49,3024.5
10386,3/1/2005 0:00,Resolved,1,3,2005,Medium,Spain,EMEA,,Madrid,Vintage Cars,105,S18_3856,22,57.55,1266.1
10386,3/1/2005 0:00,Resolved,1,3,2005,Small,Spain,EMEA,,Madrid,Vintage Cars,105,S18_3856,22,57.55,1266.1
10398,3/30/2005 0:00,Shipped,1,3,2005,Medium,France,EMEA,,Reims,Vintage Cars,105,S18_3856,45,100.0,4811.85
10398,3/30/2005 0:00,Shipped,1,3,2005,Small,France,EMEA,,Reims,Vintage Cars,105,S18_3856,45,100.0,4811.85
10400,4/1/2005 0:00,Shipped,2,4,2005,Large,USA,,CA,San Jose,Vintage Cars,105,S18_3856,58,100.0,7307.42
10400,4/1/2005 0:00,Shipped,2,4,2005,Medium,USA,,CA,San Jose,Vintage Cars,105,S18_3856,58,100.0,7307.42
10400,4/1/2005 0:00,Shipped,2,4,2005,Small,USA,,CA,San Jose,Vintage Cars,105,S18_3856,58,100.0,7307.42
10415,5/9/2005 0:00,Disputed,2,5,2005,Medium,Australia,APAC,Victoria,Glen Waverly,Vintage Cars,105,S18_3856,51,100.0,6209.25
10415,5/9/2005 0:00,Disputed,2,5,2005,Small,Australia,APAC,Victoria,Glen Waverly,Vintage Cars,105,S18_3856,51,100.0,6209.25
10104,1/31/2003 0:00,Shipped,1,1,2003,Medium,Spain,EMEA,,Madrid,Classic Cars,143,S18_4027,38,100.0,5348.5
10104,1/31/2003 0:00,Shipped,1,1,2003,Small,Spain,EMEA,,Madrid,Classic Cars,143,S18_4027,38,100.0,5348.5
10117,4/16/2003 0:00,Shipped,2,4,2003,Medium,Singapore,Japan,,Singapore,Classic Cars,143,S18_4027,22,100.0,2780.58
10117,4/16/2003 0:00,Shipped,2,4,2003,Small,Singapore,Japan,,Singapore,Classic Cars,143,S18_4027,22,100.0,2780.58
10127,6/3/2003 0:00,Shipped,2,6,2003,Large,USA,,NY,NYC,Classic Cars,143,S18_4027,25,100.0,3447.0
10127,6/3/2003 0:00,Shipped,2,6,2003,Medium,USA,,NY,NYC,Classic Cars,143,S18_4027,25,100.0,3447.0
10127,6/3/2003 0:00,Shipped,2,6,2003,Small,USA,,NY,NYC,Classic Cars,143,S18_4027,25,100.0,3447.0
10142,8/8/2003 0:00,Shipped,3,8,2003,Large,USA,,CA,San Rafael,Classic Cars,143,S18_4027,24,100.0,3791.52
10142,8/8/2003 0:00,Shipped,3,8,2003,Medium,USA,,CA,San Rafael,Classic Cars,143,S18_4027,24,100.0,3791.52
10142,8/8/2003 0:00,Shipped,3,8,2003,Small,USA,,CA,San Rafael,Classic Cars,143,S18_4027,24,100.0,3791.52
10152,9/25/2003 0:00,Shipped,3,9,2003,Medium,Australia,APAC,Queensland,South Brisbane,Classic Cars,143,S18_4027,35,100.0,4524.1
10152,9/25/2003 0:00,Shipped,3,9,2003,Small,Australia,APAC,Queensland,South Brisbane,Classic Cars,143,S18_4027,35,100.0,4524.1
10165,10/22/2003 0:00,Shipped,4,10,2003,Large,Singapore,Japan,,Singapore,Classic Cars,143,S18_4027,28,100.0,3337.6
10165,10/22/2003 0:00,Shipped,4,10,2003,Medium,Singapore,Japan,,Singapore,Classic Cars,143,S18_4027,28,100.0,3337.6
10165,10/22/2003 0:00,Shipped,4,10,2003,Small,Singapore,Japan,,Singapore,Classic Cars,143,S18_4027,28,100.0,3337.6
10176,11/6/2003 0:00,Shipped,4,11,2003,Large,Italy,EMEA,,Reggio Emilia,Classic Cars,143,S18_4027,36,100.0,5532.12
10176,11/6/2003 0:00,Shipped,4,11,2003,Medium,Italy,EMEA,,Reggio Emilia,Classic Cars,143,S18_4027,36,100.0,5532.12
10176,11/6/2003 0:00,Shipped,4,11,2003,Small,Italy,EMEA,,Reggio Emilia,Classic Cars,143,S18_4027,36,100.0,5532.12
10185,11/14/2003 0:00,Shipped,4,11,2003,Large,USA,,MA,New Bedford,Classic Cars,143,S18_4027,39,100.0,5096.91
10185,11/14/2003 0:00,Shipped,4,11,2003,Medium,USA,,MA,New Bedford,Classic Cars,143,S18_4027,39,100.0,5096.91
10185,11/14/2003 0:00,Shipped,4,11,2003,Small,USA,,MA,New Bedford,Classic Cars,143,S18_4027,39,100.0,5096.91
10196,11/26/2003 0:00,Shipped,4,11,2003,Large,USA,,CT,New Haven,Classic Cars,143,S18_4027,27,100.0,4537.08
10196,11/26/2003 0:00,Shipped,4,11,2003,Medium,USA,,CT,New Haven,Classic Cars,143,S18_4027,27,100.0,4537.08
10196,11/26/2003 0:00,Shipped,4,11,2003,Small,USA,,CT,New Haven,Classic Cars,143,S18_4027,27,100.0,4537.08
10207,12/9/2003 0:00,Shipped,4,12,2003,Large,USA,,MA,Boston,Classic Cars,143,S18_4027,40,100.0,6146.8
10207,12/9/2003 0:00,Shipped,4,12,2003,Medium,USA,,MA,Boston,Classic Cars,143,S18_4027,40,100.0,6146.8
10207,12/9/2003 0:00,Shipped,4,12,2003,Small,USA,,MA,Boston,Classic Cars,143,S18_4027,40,100.0,6146.8
10220,2/12/2004 0:00,Shipped,1,2,2004,Large,Ireland,EMEA,,Dublin,Classic Cars,143,S18_4027,50,100.0,8258.0
10220,2/12/2004 0:00,Shipped,1,2,2004,Medium,Ireland,EMEA,,Dublin,Classic Cars,143,S18_4027,50,100.0,8258.0
10220,2/12/2004 0:00,Shipped,1,2,2004,Small,Ireland,EMEA,,Dublin,Classic Cars,143,S18_4027,50,100.0,8258.0
10230,3/15/2004 0:00,Shipped,1,3,2004,Large,Germany,EMEA,,Frankfurt,Classic Cars,143,S18_4027,42,100.0,7238.28
10230,3/15/2004 0:00,Shipped,1,3,2004,Medium,Germany,EMEA,,Frankfurt,Classic Cars,143,S18_4027,42,100.0,7238.28
10230,3/15/2004 0:00,Shipped,1,3,2004,Small,Germany,EMEA,,Frankfurt,Classic Cars,143,S18_4027,42,100.0,7238.28
10247,5/5/2004 0:00,Shipped,2,5,2004,Large,Finland,EMEA,,Espoo,Classic Cars,143,S18_4027,48,100.0,6756.0
10247,5/5/2004 0:00,Shipped,2,5,2004,Medium,Finland,EMEA,,Espoo,Classic Cars,143,S18_4027,48,100.0,6756.0
10247,5/5/2004 0:00,Shipped,2,5,2004,Small,Finland,EMEA,,Espoo,Classic Cars,143,S18_4027,48,100.0,6756.0
10272,7/20/2004 0:00,Shipped,3,7,2004,Large,USA,,PA,Allentown,Classic Cars,143,S18_4027,25,100.0,3734.0
10272,7/20/2004 0:00,Shipped,3,7,2004,Medium,USA,,PA,Allentown,Classic Cars,143,S18_4027,25,100.0,3734.0
10272,7/20/2004 0:00,Shipped,3,7,2004,Small,USA,,PA,Allentown,Classic Cars,143,S18_4027,25,100.0,3734.0
10282,8/20/2004 0:00,Shipped,3,8,2004,Large,USA,,CA,San Rafael,Classic Cars,143,S18_4027,31,100.0,4674.8
10282,8/20/2004 0:00,Shipped,3,8,2004,Medium,USA,,CA,San Rafael,Classic Cars,143,S18_4027,31,100.0,4674.8
10282,8/20/2004 0:00,Shipped,3,8,2004,Small,USA,,CA,San Rafael,Classic Cars,143,S18_4027,31,100.0,4674.8
10292,9/8/2004 0:00,Shipped,3,9,2004,Large,USA,,NY,NYC,Classic Cars,143,S18_4027,44,100.0,7140.76
10292,9/8/2004 0:00,Shipped,3,9,2004,Medium,USA,,NY,NYC,Classic Cars,143,S18_4027,44,100.0,7140.76
10292,9/8/2004 0:00,Shipped,3,9,2004,Small,USA,,NY,NYC,Classic Cars,143,S18_4027,44,100.0,7140.76
10306,10/14/2004 0:00,Shipped,4,10,2004,Medium,UK,EMEA,,Manchester,Classic Cars,143,S18_4027,23,100.0,3600.65
10306,10/14/2004 0:00,Shipped,4,10,2004,Small,UK,EMEA,,Manchester,Classic Cars,143,S18_4027,23,100.0,3600.65
10314,10/22/2004 0:00,Shipped,4,10,2004,Large,Denmark,EMEA,,Aaarhus,Classic Cars,143,S18_4027,29,100.0,4206.74
10314,10/22/2004 0:00,Shipped,4,10,2004,Medium,Denmark,EMEA,,Aaarhus,Classic Cars,143,S18_4027,29,100.0,4206.74
10314,10/22/2004 0:00,Shipped,4,10,2004,Small,Denmark,EMEA,,Aaarhus,Classic Cars,143,S18_4027,29,100.0,4206.74
10324,11/5/2004 0:00,Shipped,4,11,2004,Large,USA,,NY,NYC,Classic Cars,143,S18_4027,49,100.0,5379.71
10324,11/5/2004 0:00,Shipped,4,11,2004,Medium,USA,,NY,NYC,Classic Cars,143,S18_4027,49,100.0,5379.71
10324,11/5/2004 0:00,Shipped,4,11,2004,Small,USA,,NY,NYC,Classic Cars,143,S18_4027,49,100.0,5379.71
